name_of_interviewer,district,age,gender,caste_ethnicity,occupation,any_health_problem,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,Satisfied_with_NGOs,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women,id,submission_time,index,Dage_1,Dage_2,Dage_3,Dage_4,Dage_5,Dage_6,Dgender_1,Dgender_2,age_15_40,age_40_and_above,age_not_avail,Doccupation_1,Doccupation_2,Doccupation_3,Doccupation_4,Doccupation_5,farmer_laborer,not_farmer_laborer,Dcaste_ethnicity_1,Dcaste_ethnicity_2,Dcaste_ethnicity_3,Dcaste_ethnicity_4,Dcaste_ethnicity_5,Dcaste_ethnicity_6,Dcaste_ethnicity_7,Dcaste_ethnicity_8,Dcaste_ethnicity_9,caste_Brah_Chhe,caste_New_Gur_Tam,caste_Janjati,caste_Dal_Mus_Other,Dany_health_problem_1,Dany_health_problem_2,Dany_health_problem_3,Dare_main_problems_addressed_1,Dare_main_problems_addressed_2,Dare_main_problems_addressed_3,Dare_main_problems_addressed_4,Dare_main_problems_addressed_5,Dare_main_problems_addressed_6,Dare_main_problems_addressed_7
"Idra Ghising","Okhaldhunga","55_greater","male","Tamang","farmer_laborer","yes__a_lot_of_","1___not_at_all","financial_support","1___not_at_all","cash_for_work","4___mostly_yes",NA,"1___not_at_all","cash_for_work","1___not_at_all","only_if_damage","2___very_little","2___not_very_m","2___very_little",NA,740219,"2015-10-01T06:44:21",1192,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"Indra Ghising","Okhaldhunga","25_39","male","other","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","2___very_little",NA,740231,"2015-10-01T06:47:26",1193,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"Bishnu Bajgain","Lalitpur","25_39","male","Tamang","government_ser","no_difficulty","2___very_little","short_term_she","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,740233,"2015-10-01T06:48:20",1194,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Kalpana Adhikari","Nuwakot","40_54","male","Chhetri","other","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_dista","1___not_at_all","1___not_at_all","1___not_at_all",NA,740238,"2015-10-01T06:48:55",1195,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Kalpana Adhikari","Nuwakot","40_54","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_get_shelter_materials","1___not_at_all","building_mater","1___not_at_all","first_come__fi","1___not_at_all","1___not_at_all","2___very_little",NA,740240,"2015-10-01T06:50:26",1196,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Bishnu Bajgain","Lalitpur","40_54","male","Brahmin","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","1___not_at_all","cash_for_work","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","2___not_very_m","2___very_little",NA,740241,"2015-10-01T06:50:42",1197,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Indra Ghising","Okhaldhunga","15_24","female","Tamang","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","news_about_government_decision","2___very_little","cash_for_work","3___neutral","only_if_damage","2___very_little","2___not_very_m","1___not_at_all","long_term_shelter__housing",740243,"2015-10-01T06:52:06",1198,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Kalpana Adhikari","Nuwakot","25_39","male","other","skilled_worker","yes__some_diff","5___completely_yes",NA,"4___mostly_yes",NA,"1___not_at_all","how_to_register_for_access_sup","2___very_little","building_mater","4___mostly_yes",NA,"1___not_at_all","4___mostly_yes","5___completely_yes",NA,740244,"2015-10-01T06:52:46",1199,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"Kalpana Adhikari","Nuwakot","40_54","male","Tamang","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","cash_for_work","3___neutral","first_come__fi","2___very_little","2___not_very_m","2___very_little",NA,740339,"2015-10-01T07:03:08",1200,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Kalpana Adhikari","Nuwakot","40_54","male","Tamang","skilled_worker","yes__a_lot_of_","1___not_at_all","education","1___not_at_all","cash_for_work","5___completely_yes",NA,"don_t_know",NA,"1___not_at_all","first_come__fi","1___not_at_all","5___completely","refused",NA,740346,"2015-10-01T07:06:01",1203,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","55_greater","male","Janajati","farmer_laborer","no_difficulty","4___mostly_yes",NA,"2___very_little","cash_for_work","4___mostly_yes",NA,"3___neutral","other","4___mostly_yes",NA,"1___not_at_all","2___not_very_m","2___very_little",NA,740353,"2015-10-01T07:08:35",1204,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"Kalpana Adhikari","Nuwakot","40_54","male","other","skilled_worker","yes__some_diff","1___not_at_all","toilets_sanitation","1___not_at_all","seeds_and_fert","1___not_at_all","finding_missing_people","1___not_at_all","other","1___not_at_all","because_people","1___not_at_all","4___mostly_yes","don_t_know",NA,740360,"2015-10-01T07:09:48",1205,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","55_greater","male","Janajati","other","no_difficulty","4___mostly_yes",NA,"3___neutral","food_aid","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","refused","2___very_little",NA,740366,"2015-10-01T07:11:03",1206,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","40_54","male","other","other","yes__a_lot_of_","4___mostly_yes",NA,"3___neutral","other","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","4___mostly_yes","4___mostly_yes",NA,740367,"2015-10-01T07:11:10",1207,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","55_greater","female","other","other","yes__a_lot_of_","2___very_little","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","4___mostly_yes","3___neutral","healthcare",740370,"2015-10-01T07:13:29",1209,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"Kalpana Adhikari","Nuwakot","40_54","male","Tamang","farmer_laborer","no_difficulty","1___not_at_all","short_term_she","1___not_at_all","building_mater","1___not_at_all","other","1___not_at_all","seeds_and_fert","1___not_at_all","because_people","1___not_at_all","1___not_at_all","2___very_little",NA,740374,"2015-10-01T07:15:12",1211,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","15_24","male","other","other","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","3___neutral","2___very_little",NA,740375,"2015-10-01T07:15:27",1212,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","25_39","male","other","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","3___neutral",NA,740376,"2015-10-01T07:16:55",1213,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","55_greater","male","Janajati","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","2___very_little","news_about_government_decision","2___very_little","cash_for_work","2___very_little","other","1___not_at_all","2___not_very_m","3___neutral",NA,740378,"2015-10-01T07:18:34",1214,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Shanti Ghimire","Lalitpur","25_39","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","livelihoods","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","3___neutral","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","2___very_little","financial_support",740380,"2015-10-01T07:19:01",1215,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","55_greater","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","1___not_at_all","how_to_register_for_access_sup","3___neutral","cash_for_work","1___not_at_all","based_on_polit","1___not_at_all","1___not_at_all","3___neutral","long_term_shelter__housing",740381,"2015-10-01T07:19:53",1216,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Janajati","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740386,"2015-10-01T07:21:47",1217,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Bhupendra","Dhading","25_39","female","Brahmin","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"4___mostly_yes","3___neutral","4___mostly_yes","long_term_shelter__housing",740392,"2015-10-01T07:23:20",1218,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Bhupendra Shrestha","Dhading","40_54","male","Dalit","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","building_mater","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes","4___mostly_yes","3___neutral",NA,740455,"2015-10-01T07:31:40",1219,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"Bhupendea Shrestha","Dhading","40_54","female","Newar","farmer_laborer","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"3___neutral","building_mater","5___completely_yes",NA,"5___completely_yes","4___mostly_yes","4___mostly_yes","long_term_shelter__housing",740480,"2015-10-01T07:40:15",1220,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Bhupendra Shrestha","Dhading","25_39","male","Dalit","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"5___completely_yes","4___mostly_yes","3___neutral",NA,740534,"2015-10-01T07:48:07",1221,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Bhupendra Shrestha","Dhading","40_54","female","Brahmin","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","5___completely_yes",NA,"5___completely_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"5___completely_yes","4___mostly_yes","3___neutral","long_term_shelter__housing",740558,"2015-10-01T07:53:33",1222,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Indra Bahadur Tamang","Okhaldhunga","40_54","male","Janajati","farmer_laborer","yes__some_diff","2___very_little","housing_inspections","3___neutral","housing_inspec","4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","based_on_polit","4___mostly_yes","4___mostly_yes","2___very_little",NA,740730,"2015-10-01T08:38:15",1224,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Bishnu bajgain","Lalitpur","40_54","male","Tamang","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","4___mostly_yes","4___mostly_yes",NA,740739,"2015-10-01T08:41:23",1225,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Bishnu bajgain","Lalitpur","55_greater","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","short_term_she","4___mostly_yes",NA,"1___not_at_all","how_to_get_shelter_materials","3___neutral","cash_for_work","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","don_t_know",NA,740740,"2015-10-01T08:41:25",1226,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Bishnu bajgain","Lalitpur","40_54","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","short_term_she","2___very_little","building_mater","1___not_at_all","how_to_register_for_access_sup","1___not_at_all","building_mater","1___not_at_all","first_come__fi","1___not_at_all","2___not_very_m","3___neutral",NA,740741,"2015-10-01T08:41:27",1227,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Bishnu Bajgain","Lalitpur","25_39","male","Chhetri","other","yes__some_diff","2___very_little","education","2___very_little","building_mater","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","based_on_dista","1___not_at_all","2___not_very_m","1___not_at_all",NA,740742,"2015-10-01T08:41:28",1228,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Bishnu Bajgain","Lalitpur","40_54","male","Chhetri","farmer_laborer","no_difficulty","2___very_little","short_term_she","2___very_little","building_mater","2___very_little","news_about_government_decision","3___neutral","building_mater","1___not_at_all","based_on_dista","1___not_at_all","2___not_very_m","1___not_at_all",NA,740743,"2015-10-01T08:41:32",1229,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Shanti Ghimire","Lalitpur","40_54","male","Tamang","farmer_laborer","yes__some_diff","1___not_at_all","short_term_she","2___very_little","building_mater","2___very_little","news_about_government_decision","2___very_little","building_mater","3___neutral","because_people","2___very_little","1___not_at_all","3___neutral",NA,740746,"2015-10-01T08:42:36",1230,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740747,"2015-10-01T08:42:39",1231,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Kul Bahadur Tamang","Okhaldhunga","40_54","male","Brahmin","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","1___not_at_all","how_to_register_for_access_sup","2___very_little","cash_for_work","3___neutral","based_on_polit","1___not_at_all","4___mostly_yes","4___mostly_yes",NA,740755,"2015-10-01T08:43:48",1232,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740758,"2015-10-01T08:45:45",1233,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Shanti Ghimire","Lalitpur","25_39","male","Chhetri","farmer_laborer","no_difficulty","2___very_little","short_term_she","3___neutral","building_mater","4___mostly_yes",NA,"3___neutral","building_mater","1___not_at_all","based_on_dista","3___neutral","2___not_very_m","4___mostly_yes",NA,740759,"2015-10-01T08:46:07",1234,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","other","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740762,"2015-10-01T08:48:04",1235,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"Kul Bahadur Tamang","Okhaldhunga","40_54","female","Brahmin","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","cash_for_work","2___very_little","how_to_register_for_access_sup","don_t_know",NA,"3___neutral","based_on_polit","2___very_little","3___neutral","4___mostly_yes","long_term_shelter__housing",740763,"2015-10-01T08:48:10",1236,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Shanti Ghimire","Lalitpur","25_39","female","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","building_mater","1___not_at_all","first_come__fi","2___very_little","3___neutral","3___neutral","long_term_shelter__housing",740772,"2015-10-01T08:49:07",1237,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","other","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740775,"2015-10-01T08:50:20",1238,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"Kul Bahadur Tamang","Okhaldhunga","40_54","male","Brahmin","government_ser","no_difficulty","5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"refused",NA,"4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,740780,"2015-10-01T08:51:31",1239,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Shanti Ghimire","Lalitpur","40_54","male","Chhetri","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","news_about_government_decision","2___very_little","building_mater","1___not_at_all","first_come__fi","4___mostly_yes","2___not_very_m","4___mostly_yes",NA,740784,"2015-10-01T08:52:18",1240,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Shanti Ghimire","Lalitpur","25_39","male","Chhetri","farmer_laborer","no_difficulty","2___very_little","livelihoods","don_t_know",NA,"3___neutral","news_about_government_decision","1___not_at_all","building_mater","don_t_know",NA,"4___mostly_yes","3___neutral","4___mostly_yes",NA,740790,"2015-10-01T08:54:01",1241,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Tamang","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","cash_for_work","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740793,"2015-10-01T08:54:49",1242,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Tamang","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740795,"2015-10-01T08:55:02",1243,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Kul Bahadur Tamang","Okhaldhunga","40_54","male","Dalit","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","don_t_know",NA,"1___not_at_all","how_to_register_for_access_sup","4___mostly_yes",NA,"3___neutral","based_on_polit","2___very_little","4___mostly_yes","3___neutral",NA,740797,"2015-10-01T08:55:40",1244,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","25_39","male","Tamang","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740802,"2015-10-01T08:56:54",1245,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Shanti Ghimire","Lalitpur","25_39","male","Chhetri","other","no_difficulty","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","2___very_little",NA,740803,"2015-10-01T08:57:08",1246,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Tamang","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740808,"2015-10-01T08:59:04",1247,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","25_39","male","Chhetri","farmer_laborer","no_difficulty","3___neutral","financial_support","3___neutral","cash_for_work","3___neutral","how_to_register_for_access_sup","4___mostly_yes",NA,"3___neutral","based_on_polit","2___very_little","3___neutral","4___mostly_yes",NA,740810,"2015-10-01T09:00:28",1248,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Bhupendra Shrestha","Dhading","40_54","male","Brahmin","government_ser","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"3___neutral","cash_for_work","4___mostly_yes",NA,"4___mostly_yes","3___neutral","4___mostly_yes",NA,740813,"2015-10-01T09:01:03",1250,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Ranjit Khanal","Nuwakot","55_greater","male","Tamang","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740814,"2015-10-01T09:01:11",1251,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Shanti Ghimire","Lalitpur","25_39","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","building_mater","4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"2___very_little","1___not_at_all","2___very_little",NA,740822,"2015-10-01T09:03:13",1252,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
